Time(s),wg1(cm),wg2(cm),wg3(cm),wg4(cm),wg5(cm),wg6(cm),wg7(cm)
120.727,-0.85,1.19,0.49,-0.73,-0.8,-1.05,-1.12
120.766,-0.86,1.13,0.45,-0.78,-0.9,-0.89,-1.21
120.806,-0.87,1.07,0.41,-0.81,-0.91,-0.64,-1.22
120.845,-0.86,1.0,0.34,-0.82,-0.83,-0.33,-1.18
120.884,-0.83,0.89,0.25,-0.83,-0.67,0.01,-1.06
120.924,-0.78,0.75,0.17,-0.83,-0.44,0.35,-0.9
120.963,-0.72,0.61,0.07,-0.83,-0.19,0.66,-0.71
121.002,-0.65,0.51,-0.04,-0.81,0.02,0.87,-0.56
121.042,-0.58,0.42,-0.13,-0.74,0.17,0.93,-0.45
121.081,-0.49,0.37,-0.2,-0.59,0.24,0.87,-0.37
121.12,-0.38,0.31,-0.24,-0.38,0.23,0.78,-0.32
121.16,-0.26,0.25,-0.28,-0.1,0.16,0.71,-0.28
121.199,-0.13,0.18,-0.29,0.22,0.07,0.74,-0.23
121.238,-0.02,0.08,-0.32,0.62,-0.04,0.85,-0.17
121.278,0.1,-0.01,-0.37,1.12,-0.15,0.98,-0.12
121.317,0.23,-0.13,-0.44,1.68,-0.26,1.11,-0.07
121.356,0.36,-0.25,-0.51,2.13,-0.34,1.21,-0.06
121.395,0.48,-0.4,-0.56,2.31,-0.41,1.25,-0.06
121.435,0.57,-0.53,-0.6,2.19,-0.48,1.25,-0.07
121.474,0.64,-0.65,-0.63,1.85,-0.53,1.21,-0.09
121.513,0.7,-0.77,-0.66,1.37,-0.56,1.07,-0.09
121.553,0.75,-0.85,-0.7,0.87,-0.6,0.87,-0.06
121.592,0.8,-0.89,-0.73,0.46,-0.63,0.61,-0.03
121.631,0.87,-0.91,-0.78,0.2,-0.64,0.27,0.01
121.671,0.94,-0.93,-0.84,-0.02,-0.65,-0.1,0.03
121.71,0.99,-0.94,-0.91,-0.14,-0.65,-0.47,0.02
121.749,1.03,-0.95,-0.97,-0.13,-0.65,-0.79,0.01
121.789,1.04,-0.97,-1.02,-0.07,-0.62,-1.04,-0.03
121.828,1.03,-1.01,-1.04,-0.01,-0.57,-1.18,-0.05
121.867,0.97,-1.01,-1.05,0.06,-0.5,-1.22,-0.07
121.907,0.9,-0.99,-1.03,0.13,-0.43,-1.15,-0.11
121.946,0.8,-0.95,-0.96,0.19,-0.36,-1.03,-0.14
121.985,0.73,-0.89,-0.88,0.22,-0.3,-0.85,-0.19
122.024,0.64,-0.82,-0.79,0.18,-0.26,-0.67,-0.2
122.064,0.53,-0.73,-0.7,0.09,-0.21,-0.46,-0.17
122.103,0.41,-0.66,-0.55,-0.01,-0.15,-0.26,-0.05
122.142,0.26,-0.59,-0.34,-0.12,-0.06,-0.05,0.14
122.182,0.11,-0.51,-0.04,-0.23,0.12,0.15,0.4
122.221,-0.02,-0.41,0.34,-0.33,0.37,0.31,0.72
122.26,-0.16,-0.26,0.8,-0.4,0.71,0.45,1.07
122.3,-0.26,-0.11,1.24,-0.44,1.08,0.52,1.47
122.339,-0.36,0.07,1.64,-0.47,1.49,0.48,1.81
122.378,-0.45,0.26,1.87,-0.48,1.88,0.34,1.96
122.418,-0.53,0.44,1.92,-0.51,2.1,0.1,1.92
122.457,-0.61,0.61,1.81,-0.54,2.11,-0.17,1.73
122.496,-0.68,0.81,1.57,-0.56,1.92,-0.46,1.37
122.536,-0.72,0.99,1.26,-0.58,1.54,-0.71,0.93
122.575,-0.77,1.15,1.02,-0.58,1.05,-0.92,0.48
122.614,-0.78,1.25,0.86,-0.59,0.54,-1.08,-0.01
122.653,-0.8,1.28,0.7,-0.61,0.03,-1.15,-0.48
122.693,-0.83,1.26,0.58,-0.65,-0.41,-1.17,-0.82
122.732,-0.85,1.2,0.5,-0.71,-0.71,-1.11,-1.06
122.771,-0.86,1.15,0.46,-0.76,-0.87,-0.96,-1.19
122.811,-0.87,1.11,0.42,-0.8,-0.91,-0.74,-1.22
122.85,-0.87,1.03,0.37,-0.82,-0.87,-0.46,-1.2
122.889,-0.84,0.94,0.29,-0.83,-0.74,-0.13,-1.1
122.929,-0.79,0.81,0.2,-0.83,-0.54,0.22,-0.96
122.968,-0.74,0.65,0.1,-0.83,-0.29,0.55,-0.78
123.007,-0.67,0.54,-0.01,-0.83,-0.06,0.8,-0.62
123.047,-0.6,0.44,-0.11,-0.77,0.13,0.92,-0.49
123.086,-0.52,0.37,-0.19,-0.66,0.22,0.91,-0.39
123.125,-0.43,0.34,-0.22,-0.47,0.24,0.8,-0.33
123.164,-0.31,0.28,-0.26,-0.21,0.2,0.72,-0.3
123.204,-0.19,0.2,-0.29,0.09,0.12,0.72,-0.26
123.243,-0.06,0.12,-0.31,0.45,0.01,0.8,-0.19
123.282,0.05,0.02,-0.35,0.91,-0.11,0.93,-0.14
123.322,0.18,-0.08,-0.41,1.45,-0.21,1.06,-0.1
123.361,0.31,-0.2,-0.49,1.97,-0.32,1.17,-0.06
123.4,0.44,-0.35,-0.54,2.27,-0.39,1.24,-0.05
123.44,0.53,-0.48,-0.58,2.27,-0.44,1.27,-0.06
123.479,0.6,-0.61,-0.62,2.01,-0.5,1.23,-0.07
123.518,0.66,-0.72,-0.65,1.57,-0.55,1.15,-0.09
123.558,0.72,-0.82,-0.67,1.06,-0.58,0.98,-0.07
123.597,0.78,-0.88,-0.72,0.61,-0.61,0.73,-0.03
123.636,0.85,-0.91,-0.76,0.3,-0.63,0.42,0.0
123.676,0.92,-0.93,-0.82,0.07,-0.65,0.05,0.02
123.715,0.97,-0.93,-0.88,-0.11,-0.67,-0.33,0.03
123.754,1.02,-0.95,-0.95,-0.15,-0.65,-0.67,0.02
123.793,1.04,-0.97,-1.0,-0.1,-0.63,-0.95,0.0
123.833,1.04,-1.0,-1.04,-0.04,-0.6,-1.14,-0.04
123.872,0.99,-1.01,-1.06,0.03,-0.54,-1.22,-0.07
123.911,0.92,-1.01,-1.04,0.1,-0.47,-1.19,-0.09
123.951,0.84,-0.97,-0.98,0.17,-0.39,-1.08,-0.13
123.99,0.77,-0.93,-0.92,0.22,-0.33,-0.92,-0.18
124.029,0.69,-0.84,-0.84,0.2,-0.27,-0.74,-0.22
124.069,0.58,-0.76,-0.74,0.13,-0.23,-0.54,-0.19
124.108,0.45,-0.69,-0.62,0.03,-0.18,-0.34,-0.11
124.147,0.31,-0.61,-0.44,-0.08,-0.09,-0.14,0.06
124.187,0.17,-0.54,-0.18,-0.19,0.05,0.06,0.29
124.226,0.03,-0.46,0.18,-0.29,0.26,0.25,0.59
124.265,-0.11,-0.34,0.62,-0.37,0.57,0.41,0.92
124.305,-0.23,-0.18,1.07,-0.43,0.92,0.5,1.31
124.344,-0.32,0.0,1.49,-0.46,1.32,0.5,1.69
124.383,-0.42,0.19,1.8,-0.48,1.74,0.4,1.93
124.422,-0.51,0.37,1.92,-0.5,2.03,0.2,1.96
124.462,-0.59,0.54,1.88,-0.53,2.13,-0.07,1.82
124.501,-0.66,0.72,1.68,-0.55,2.03,-0.33,1.52
124.54,-0.72,0.9,1.38,-0.57,1.71,-0.6,1.11
124.58,-0.76,1.09,1.09,-0.57,1.27,-0.84,0.66
124.619,-0.77,1.23,0.92,-0.58,0.76,-1.02,0.19
124.658,-0.79,1.28,0.75,-0.59,0.24,-1.14,-0.3
124.698,-0.81,1.28,0.62,-0.64,-0.23,-1.17,-0.69
124.737,-0.84,1.23,0.51,-0.69,-0.61,-1.14,-0.97
124.776,-0.86,1.17,0.48,-0.74,-0.82,-1.02,-1.13
124.816,-0.86,1.13,0.44,-0.79,-0.9,-0.84,-1.21
124.855,-0.87,1.07,0.39,-0.82,-0.9,-0.59,-1.21
124.894,-0.86,0.99,0.32,-0.83,-0.81,-0.28,-1.14
124.934,-0.81,0.85,0.24,-0.83,-0.63,0.08,-1.02
124.973,-0.77,0.71,0.14,-0.83,-0.4,0.42,-0.84
125.012,-0.7,0.58,0.04,-0.83,-0.15,0.72,-0.67
125.051,-0.64,0.48,-0.07,-0.8,0.06,0.9,-0.52
125.091,-0.56,0.41,-0.15,-0.71,0.19,0.92,-0.43
125.13,-0.47,0.35,-0.21,-0.56,0.24,0.85,-0.37
125.169,-0.36,0.3,-0.25,-0.33,0.23,0.75,-0.32
125.209,-0.24,0.23,-0.28,-0.05,0.16,0.72,-0.28
125.248,-0.11,0.16,-0.3,0.29,0.06,0.77,-0.22
125.287,0.02,0.06,-0.33,0.71,-0.06,0.87,-0.17
125.327,0.15,-0.05,-0.4,1.22,-0.16,1.02,-0.11
125.366,0.28,-0.16,-0.45,1.77,-0.27,1.13,-0.07
125.405,0.39,-0.29,-0.52,2.18,-0.35,1.22,-0.05
125.445,0.51,-0.42,-0.56,2.3,-0.43,1.27,-0.05
125.484,0.59,-0.55,-0.61,2.15,-0.49,1.25,-0.07
125.523,0.64,-0.69,-0.64,1.77,-0.54,1.18,-0.09
125.563,0.7,-0.79,-0.67,1.27,-0.57,1.05,-0.07
125.602,0.76,-0.87,-0.7,0.79,-0.6,0.85,-0.05
125.641,0.82,-0.9,-0.74,0.42,-0.63,0.56,-0.01
125.68,0.9,-0.93,-0.79,0.17,-0.65,0.22,0.02
125.72,0.96,-0.94,-0.86,-0.05,-0.65,-0.17,0.03
125.759,1.0,-0.95,-0.92,-0.15,-0.65,-0.54,0.02
125.798,1.04,-0.97,-0.98,-0.13,-0.65,-0.85,0.01
125.838,1.04,-0.99,-1.03,-0.06,-0.62,-1.08,-0.03
125.877,1.02,-1.01,-1.06,0.0,-0.56,-1.19,-0.05
125.916,0.96,-1.01,-1.05,0.07,-0.49,-1.21,-0.07
125.956,0.87,-0.99,-1.0,0.14,-0.42,-1.12,-0.11
125.995,0.79,-0.94,-0.94,0.2,-0.35,-0.99,-0.17
126.034,0.71,-0.88,-0.87,0.22,-0.29,-0.83,-0.2
126.074,0.62,-0.79,-0.78,0.17,-0.25,-0.62,-0.2
126.113,0.5,-0.71,-0.67,0.08,-0.2,-0.42,-0.16
126.152,0.36,-0.64,-0.52,-0.03,-0.13,-0.22,-0.01
126.192,0.22,-0.57,-0.3,-0.14,-0.02,-0.01,0.19
126.231,0.08,-0.49,0.02,-0.25,0.16,0.18,0.45
126.27,-0.06,-0.39,0.43,-0.34,0.43,0.36,0.78
126.309,-0.18,-0.24,0.88,-0.41,0.77,0.47,1.15
126.349,-0.29,-0.07,1.33,-0.45,1.15,0.52,1.54
126.388,-0.38,0.12,1.69,-0.47,1.56,0.46,1.86
126.427,-0.47,0.3,1.9,-0.49,1.92,0.29,1.96
126.467,-0.56,0.47,1.91,-0.51,2.11,0.05,1.89
126.506,-0.64,0.65,1.79,-0.54,2.09,-0.22,1.65
126.545,-0.7,0.84,1.51,-0.57,1.87,-0.49,1.29
126.585,-0.74,1.02,1.2,-0.58,1.47,-0.74,0.85
126.624,-0.77,1.19,0.98,-0.58,0.98,-0.93,0.39
126.663,-0.78,1.26,0.82,-0.59,0.47,-1.08,-0.1
126.703,-0.81,1.29,0.66,-0.62,-0.04,-1.16,-0.55
126.742,-0.83,1.24,0.54,-0.66,-0.47,-1.16,-0.87
126.781,-0.85,1.19,0.49,-0.72,-0.75,-1.09,-1.07
126.821,-0.86,1.14,0.45,-0.77,-0.88,-0.93,-1.18
126.86,-0.87,1.09,0.42,-0.8,-0.91,-0.7,-1.22
126.899,-0.87,1.01,0.37,-0.82,-0.85,-0.41,-1.19
126.938,-0.83,0.9,0.29,-0.83,-0.71,-0.08,-1.07
126.978,-0.78,0.76,0.19,-0.83,-0.5,0.28,-0.91
127.017,-0.72,0.63,0.09,-0.83,-0.27,0.61,-0.74
127.056,-0.66,0.52,-0.02,-0.82,-0.04,0.85,-0.58
127.096,-0.59,0.43,-0.12,-0.76,0.14,0.92,-0.46
127.135,-0.51,0.37,-0.19,-0.64,0.23,0.88,-0.39
127.174,-0.4,0.32,-0.24,-0.43,0.24,0.79,-0.35
127.214,-0.29,0.26,-0.26,-0.17,0.21,0.72,-0.3
127.253,-0.16,0.19,-0.29,0.14,0.12,0.73,-0.25
127.292,-0.04,0.1,-0.31,0.51,0.0,0.83,-0.19
127.332,0.09,0.0,-0.36,0.99,-0.12,0.96,-0.13
127.371,0.22,-0.12,-0.42,1.54,-0.22,1.09,-0.09
127.41,0.35,-0.24,-0.5,2.04,-0.32,1.18,-0.05
127.45,0.46,-0.37,-0.54,2.29,-0.4,1.24,-0.05
127.489,0.55,-0.51,-0.58,2.24,-0.46,1.25,-0.06
127.528,0.63,-0.64,-0.63,1.95,-0.51,1.22,-0.09
127.567,0.68,-0.76,-0.66,1.49,-0.55,1.12,-0.09
127.607,0.73,-0.84,-0.68,0.99,-0.58,0.96,-0.06
127.646,0.78,-0.89,-0.72,0.56,-0.62,0.69,-0.03
127.685,0.86,-0.93,-0.77,0.27,-0.63,0.37,0.01
127.725,0.93,-0.93,-0.83,0.03,-0.65,-0.01,0.03
127.764,0.99,-0.94,-0.89,-0.12,-0.67,-0.39,0.03
127.803,1.02,-0.95,-0.96,-0.15,-0.65,-0.72,0.02
127.843,1.04,-0.97,-1.0,-0.1,-0.63,-0.99,-0.01
127.882,1.04,-1.0,-1.04,-0.03,-0.58,-1.15,-0.04
127.921,0.98,-1.01,-1.05,0.03,-0.53,-1.22,-0.07
127.961,0.91,-1.0,-1.03,0.1,-0.44,-1.17,-0.1
128.0,0.82,-0.97,-0.97,0.18,-0.37,-1.05,-0.14
128.039,0.75,-0.9,-0.91,0.22,-0.32,-0.9,-0.19
128.079,0.65,-0.83,-0.82,0.2,-0.26,-0.71,-0.22
128.118,0.55,-0.75,-0.72,0.13,-0.21,-0.52,-0.18
128.157,0.43,-0.67,-0.6,0.02,-0.16,-0.3,-0.09
128.196,0.29,-0.6,-0.4,-0.09,-0.07,-0.1,0.09
128.236,0.14,-0.53,-0.12,-0.2,0.07,0.1,0.34
128.275,0.0,-0.43,0.25,-0.3,0.3,0.3,0.64
128.314,-0.13,-0.3,0.7,-0.38,0.62,0.45,0.99
128.354,-0.24,-0.14,1.15,-0.43,0.97,0.5,1.38
128.393,-0.34,0.04,1.55,-0.46,1.38,0.49,1.75
128.432,-0.43,0.22,1.85,-0.48,1.77,0.37,1.94
128.472,-0.53,0.4,1.93,-0.5,2.06,0.16,1.94
128.511,-0.61,0.58,1.86,-0.53,2.12,-0.1,1.77
128.55,-0.68,0.76,1.64,-0.56,1.99,-0.37,1.47
128.59,-0.73,0.96,1.33,-0.58,1.67,-0.62,1.04
128.629,-0.76,1.13,1.06,-0.58,1.2,-0.85,0.59
128.668,-0.78,1.24,0.88,-0.59,0.69,-1.03,0.1
128.707,-0.79,1.28,0.73,-0.6,0.17,-1.14,-0.36
128.747,-0.81,1.26,0.59,-0.64,-0.29,-1.17,-0.74
128.786,-0.84,1.21,0.51,-0.7,-0.65,-1.14,-1.0
128.825,-0.86,1.17,0.46,-0.75,-0.84,-1.02,-1.14
128.865,-0.86,1.12,0.43,-0.79,-0.91,-0.83,-1.21
128.904,-0.87,1.05,0.38,-0.82,-0.9,-0.56,-1.21
128.943,-0.85,0.95,0.31,-0.83,-0.8,-0.23,-1.14
128.983,-0.81,0.82,0.23,-0.83,-0.61,0.12,-1.0
129.022,-0.74,0.69,0.13,-0.83,-0.37,0.48,-0.82
129.061,-0.68,0.57,0.01,-0.83,-0.13,0.75,-0.64
129.101,-0.63,0.47,-0.09,-0.78,0.07,0.91,-0.51
129.14,-0.54,0.4,-0.15,-0.69,0.2,0.92,-0.43
129.179,-0.44,0.35,-0.22,-0.53,0.26,0.83,-0.37
129.219,-0.33,0.29,-0.25,-0.29,0.23,0.74,-0.32
129.258,-0.2,0.22,-0.28,0.0,0.16,0.73,-0.28
129.297,-0.08,0.14,-0.3,0.34,0.06,0.79,-0.22
129.336,0.04,0.05,-0.34,0.77,-0.06,0.9,-0.14
129.376,0.17,-0.06,-0.4,1.3,-0.18,1.02,-0.1
129.415,0.31,-0.19,-0.45,1.84,-0.28,1.15,-0.06
129.454,0.43,-0.32,-0.52,2.22,-0.36,1.22,-0.05
129.494,0.52,-0.45,-0.57,2.29,-0.43,1.27,-0.05
129.533,0.59,-0.58,-0.62,2.1,-0.49,1.24,-0.07
129.572,0.65,-0.71,-0.64,1.7,-0.54,1.17,-0.09
129.612,0.71,-0.81,-0.67,1.2,-0.57,1.03,-0.07
129.651,0.76,-0.88,-0.71,0.73,-0.6,0.81,-0.05
129.69,0.83,-0.91,-0.75,0.38,-0.63,0.53,-0.01
129.73,0.91,-0.93,-0.81,0.13,-0.64,0.16,0.02
129.769,0.97,-0.94,-0.86,-0.08,-0.67,-0.22,0.03
129.808,1.0,-0.95,-0.94,-0.16,-0.67,-0.59,0.03
129.848,1.04,-0.97,-0.98,-0.13,-0.64,-0.89,0.01
129.887,1.04,-1.0,-1.04,-0.06,-0.62,-1.09,-0.03
129.926,1.0,-1.01,-1.06,0.0,-0.56,-1.19,-0.05
129.965,0.94,-1.01,-1.05,0.07,-0.49,-1.21,-0.09
130.005,0.86,-0.97,-1.0,0.14,-0.41,-1.12,-0.12
130.044,0.77,-0.93,-0.94,0.21,-0.34,-0.98,-0.17
130.083,0.69,-0.84,-0.86,0.22,-0.28,-0.8,-0.2
130.123,0.59,-0.77,-0.76,0.17,-0.23,-0.61,-0.22
130.162,0.48,-0.7,-0.65,0.07,-0.2,-0.41,-0.13
130.201,0.34,-0.63,-0.5,-0.03,-0.12,-0.2,0.0
130.241,0.18,-0.55,-0.25,-0.15,0.0,0.02,0.21
130.28,0.04,-0.47,0.09,-0.25,0.2,0.21,0.49
130.319,-0.09,-0.36,0.51,-0.35,0.47,0.37,0.83
130.359,-0.2,-0.2,0.97,-0.41,0.83,0.49,1.2
130.398,-0.31,-0.04,1.41,-0.45,1.2,0.52,1.58
130.437,-0.39,0.14,1.76,-0.47,1.6,0.43,1.88
130.477,-0.5,0.32,1.92,-0.49,1.96,0.27,1.96
130.516,-0.58,0.51,1.9,-0.52,2.12,0.02,1.87
130.555,-0.65,0.7,1.75,-0.55,2.08,-0.24,1.61
130.594,-0.71,0.89,1.45,-0.58,1.83,-0.51,1.23
130.634,-0.74,1.07,1.15,-0.59,1.41,-0.74,0.79
130.673,-0.77,1.21,0.94,-0.59,0.91,-0.95,0.33
130.712,-0.79,1.28,0.8,-0.6,0.41,-1.09,-0.17
130.752,-0.8,1.28,0.64,-0.62,-0.09,-1.17,-0.58
130.791,-0.83,1.24,0.53,-0.67,-0.51,-1.17,-0.9
130.83,-0.85,1.18,0.48,-0.73,-0.77,-1.08,-1.1
130.87,-0.86,1.13,0.44,-0.78,-0.89,-0.92,-1.2
130.909,-0.86,1.07,0.4,-0.81,-0.91,-0.68,-1.22
130.948,-0.86,0.99,0.34,-0.82,-0.84,-0.39,-1.19
130.988,-0.83,0.87,0.27,-0.83,-0.69,-0.04,-1.07
131.027,-0.78,0.73,0.18,-0.83,-0.49,0.31,-0.9
131.066,-0.71,0.6,0.07,-0.83,-0.25,0.65,-0.73
131.106,-0.64,0.49,-0.04,-0.81,-0.01,0.86,-0.57
131.145,-0.58,0.42,-0.13,-0.74,0.15,0.93,-0.46
131.184,-0.49,0.37,-0.2,-0.61,0.23,0.87,-0.39
131.223,-0.37,0.32,-0.24,-0.4,0.26,0.78,-0.35
131.263,-0.25,0.25,-0.26,-0.13,0.21,0.73,-0.3
131.302,-0.12,0.18,-0.3,0.19,0.1,0.75,-0.24
131.341,0.0,0.08,-0.32,0.58,0.0,0.85,-0.17
131.381,0.12,-0.01,-0.36,1.07,-0.13,0.97,-0.12
131.42,0.25,-0.13,-0.43,1.63,-0.23,1.09,-0.07
131.459,0.38,-0.26,-0.5,2.1,-0.34,1.18,-0.05
131.499,0.49,-0.4,-0.55,2.31,-0.41,1.25,-0.05
131.538,0.57,-0.54,-0.6,2.21,-0.47,1.25,-0.07
131.577,0.64,-0.66,-0.63,1.89,-0.53,1.22,-0.09
131.617,0.69,-0.77,-0.66,1.41,-0.56,1.1,-0.09
131.656,0.75,-0.85,-0.68,0.92,-0.6,0.92,-0.06
131.695,0.8,-0.9,-0.74,0.51,-0.62,0.66,-0.03
131.735,0.89,-0.91,-0.78,0.24,-0.64,0.31,0.01
131.774,0.96,-0.93,-0.84,-0.01,-0.67,-0.05,0.03
131.813,1.0,-0.95,-0.91,-0.15,-0.67,-0.43,0.02
131.852,1.04,-0.96,-0.97,-0.16,-0.65,-0.77,0.01
131.892,1.05,-0.99,-1.02,-0.1,-0.63,-1.02,-0.03
131.931,1.03,-1.01,-1.05,-0.03,-0.58,-1.17,-0.05
131.97,0.97,-1.01,-1.05,0.03,-0.53,-1.22,-0.07
132.01,0.89,-0.99,-1.02,0.1,-0.44,-1.16,-0.1
132.049,0.8,-0.94,-0.95,0.18,-0.37,-1.04,-0.14
132.088,0.72,-0.89,-0.89,0.22,-0.3,-0.89,-0.19
132.128,0.64,-0.81,-0.81,0.19,-0.26,-0.7,-0.22
132.167,0.52,-0.72,-0.71,0.13,-0.21,-0.51,-0.18
132.206,0.39,-0.65,-0.56,0.01,-0.14,-0.29,-0.07
132.246,0.25,-0.59,-0.35,-0.1,-0.05,-0.08,0.1
132.285,0.1,-0.51,-0.05,-0.21,0.1,0.12,0.36
132.324,-0.04,-0.4,0.32,-0.3,0.35,0.3,0.68
132.364,-0.16,-0.28,0.78,-0.39,0.66,0.45,1.03
132.403,-0.26,-0.11,1.24,-0.44,1.03,0.52,1.42
132.442,-0.36,0.07,1.64,-0.47,1.42,0.48,1.77
132.481,-0.45,0.26,1.88,-0.48,1.82,0.34,1.94
132.521,-0.54,0.44,1.93,-0.51,2.09,0.12,1.92
132.56,-0.63,0.61,1.83,-0.53,2.12,-0.14,1.75
132.599,-0.68,0.82,1.58,-0.57,1.96,-0.4,1.41
132.639,-0.74,1.01,1.26,-0.58,1.61,-0.64,0.99
132.678,-0.77,1.18,1.02,-0.59,1.13,-0.85,0.54
132.717,-0.78,1.26,0.85,-0.6,0.62,-1.02,0.06
132.757,-0.79,1.29,0.7,-0.62,0.12,-1.14,-0.42
132.796,-0.81,1.25,0.56,-0.65,-0.35,-1.17,-0.77
132.835,-0.84,1.2,0.49,-0.71,-0.68,-1.14,-1.02
132.875,-0.86,1.15,0.44,-0.76,-0.85,-1.0,-1.18
132.914,-0.86,1.09,0.42,-0.8,-0.91,-0.81,-1.23
132.953,-0.86,1.02,0.37,-0.83,-0.89,-0.53,-1.22
132.993,-0.84,0.91,0.31,-0.83,-0.77,-0.21,-1.14
133.032,-0.79,0.79,0.22,-0.83,-0.57,0.15,-0.99
133.071,-0.73,0.65,0.11,-0.82,-0.35,0.5,-0.81
133.11,-0.67,0.53,0.0,-0.81,-0.12,0.78,-0.63
133.15,-0.6,0.44,-0.09,-0.77,0.07,0.91,-0.51
133.189,-0.52,0.38,-0.18,-0.67,0.2,0.91,-0.43
133.228,-0.42,0.34,-0.23,-0.5,0.26,0.83,-0.37
133.268,-0.3,0.28,-0.26,-0.25,0.24,0.75,-0.32
133.307,-0.17,0.22,-0.29,0.05,0.16,0.73,-0.26
133.346,-0.05,0.13,-0.32,0.4,0.06,0.8,-0.2
133.386,0.08,0.02,-0.35,0.85,-0.07,0.91,-0.13
133.425,0.21,-0.08,-0.41,1.39,-0.19,1.04,-0.09
133.464,0.34,-0.22,-0.47,1.93,-0.29,1.15,-0.05
133.504,0.45,-0.35,-0.53,2.27,-0.39,1.22,-0.04
133.543,0.55,-0.48,-0.58,2.28,-0.44,1.25,-0.05
133.582,0.62,-0.61,-0.62,2.05,-0.5,1.23,-0.09
133.621,0.68,-0.72,-0.64,1.63,-0.55,1.15,-0.1
133.661,0.72,-0.83,-0.67,1.12,-0.58,1.0,-0.09
133.7,0.78,-0.89,-0.71,0.66,-0.61,0.78,-0.05
133.739,0.85,-0.91,-0.76,0.34,-0.63,0.47,-0.01
133.779,0.92,-0.93,-0.82,0.09,-0.65,0.11,0.02
133.818,0.98,-0.94,-0.88,-0.11,-0.67,-0.28,0.02
133.857,1.03,-0.95,-0.94,-0.17,-0.67,-0.64,0.02
133.897,1.04,-0.97,-0.99,-0.13,-0.64,-0.92,-0.01
133.936,1.04,-0.99,-1.04,-0.06,-0.61,-1.11,-0.03
133.975,1.0,-1.01,-1.06,0.0,-0.55,-1.21,-0.06
134.015,0.92,-1.0,-1.04,0.07,-0.49,-1.19,-0.09
134.054,0.85,-0.97,-0.98,0.14,-0.4,-1.11,-0.12
134.093,0.76,-0.91,-0.93,0.2,-0.34,-0.97,-0.17
134.133,0.68,-0.83,-0.84,0.21,-0.28,-0.79,-0.2
134.172,0.58,-0.76,-0.75,0.16,-0.23,-0.59,-0.2
134.211,0.45,-0.69,-0.62,0.07,-0.18,-0.39,-0.13
134.25,0.31,-0.61,-0.45,-0.04,-0.11,-0.17,0.02
134.29,0.17,-0.53,-0.19,-0.16,0.03,0.03,0.25
134.329,0.02,-0.45,0.17,-0.27,0.23,0.22,0.53
134.368,-0.11,-0.32,0.61,-0.35,0.52,0.4,0.86
134.408,-0.23,-0.17,1.07,-0.42,0.86,0.49,1.23
134.447,-0.32,0.01,1.49,-0.46,1.25,0.5,1.62
134.486,-0.42,0.19,1.81,-0.48,1.66,0.41,1.88
134.526,-0.51,0.37,1.93,-0.5,1.99,0.22,1.95
134.565,-0.59,0.57,1.89,-0.52,2.12,-0.02,1.84
134.604,-0.66,0.73,1.69,-0.55,2.05,-0.28,1.57
134.644,-0.71,0.94,1.38,-0.58,1.77,-0.53,1.19
134.683,-0.74,1.12,1.11,-0.59,1.34,-0.76,0.76
134.722,-0.76,1.24,0.92,-0.6,0.83,-0.96,0.28
134.762,-0.78,1.29,0.76,-0.61,0.33,-1.09,-0.2
134.801,-0.81,1.28,0.62,-0.64,-0.16,-1.17,-0.62
134.84,-0.83,1.23,0.51,-0.68,-0.57,-1.16,-0.93
134.879,-0.85,1.17,0.46,-0.73,-0.8,-1.08,-1.12
134.919,-0.86,1.12,0.43,-0.78,-0.91,-0.91,-1.22
134.958,-0.86,1.06,0.39,-0.82,-0.91,-0.67,-1.25
134.997,-0.84,0.96,0.33,-0.82,-0.84,-0.36,-1.19
135.037,-0.81,0.84,0.25,-0.82,-0.67,-0.02,-1.07
135.076,-0.76,0.71,0.17,-0.82,-0.46,0.35,-0.89
135.115,-0.7,0.58,0.04,-0.82,-0.22,0.68,-0.71
135.155,-0.63,0.49,-0.05,-0.79,-0.01,0.87,-0.57
135.194,-0.56,0.41,-0.14,-0.72,0.14,0.93,-0.46
135.233,-0.45,0.36,-0.21,-0.58,0.23,0.87,-0.39
135.273,-0.33,0.31,-0.24,-0.36,0.24,0.78,-0.35
135.312,-0.22,0.24,-0.28,-0.08,0.2,0.74,-0.29
135.351,-0.09,0.17,-0.3,0.25,0.1,0.78,-0.23
135.391,0.03,0.06,-0.33,0.66,-0.01,0.86,-0.16
135.43,0.17,-0.05,-0.39,1.17,-0.14,0.98,-0.1
135.469,0.29,-0.16,-0.44,1.73,-0.26,1.09,-0.05
135.508,0.41,-0.29,-0.5,2.17,-0.34,1.19,-0.04
135.548,0.51,-0.43,-0.56,2.32,-0.42,1.25,-0.05
135.587,0.59,-0.57,-0.6,2.17,-0.49,1.25,-0.07
135.626,0.65,-0.69,-0.63,1.81,-0.54,1.19,-0.09
135.666,0.7,-0.79,-0.66,1.32,-0.57,1.06,-0.09
135.705,0.76,-0.87,-0.7,0.84,-0.6,0.87,-0.06
135.744,0.82,-0.9,-0.74,0.46,-0.63,0.6,-0.04
135.784,0.9,-0.93,-0.79,0.2,-0.64,0.27,0.01
135.823,0.97,-0.94,-0.86,-0.04,-0.67,-0.11,0.02
135.862,1.02,-0.95,-0.93,-0.17,-0.67,-0.48,0.02
